time; exact_x; exact_y; exact_heading; estimated_x; estimated_y; estimated_heading; 
34.208; -1.05887; -0.990146; 0.0287708; -1.05472; -1.10865; 0.0259102;
34.224; -1.05892; -0.988137; 0.0287794; -1.05471; -1.10865; 0.0287484;
34.24; -1.05898; -0.986128; 0.0287906; -1.05472; -1.10865; 0.0287484;
34.256; -1.05904; -0.98412; 0.0288031; -1.05474; -1.10865; 0.0173941;
34.272; -1.0591; -0.982111; 0.0288143; -1.05472; -1.10865; 0.0273292;
34.288; -1.05916; -0.980102; 0.0288236; -1.05473; -1.10865; 0.0315878;
34.304; -1.05921; -0.978093; 0.0288305; -1.05471; -1.10865; 0.0273298;
34.32; -1.05927; -0.976084; 0.0288345; -1.05472; -1.10865; 0.0202331;
34.336; -1.05933; -0.974075; 0.0288352; -1.05543; -1.08443; 0.0415292;
34.352; -1.05939; -0.972066; 0.0288325; -1.05599; -1.06484; 0.0386904;
34.368; -1.05944; -0.970058; 0.0288268; -1.05643; -1.049; 0.0358528;
34.384; -1.0595; -0.968049; 0.0288185; -1.0568; -1.03619; 0.0443671;
34.4; -1.05956; -0.96604; 0.0288082; -1.0571; -1.02584; 0.0330132;
34.416; -1.05962; -0.964031; 0.0287966; -1.05735; -1.01746; 0.0443674;
34.432; -1.05968; -0.962022; 0.0287844; -1.05751; -1.01069; 0.0358528;
34.448; -1.05973; -0.960013; 0.0287725; -1.05771; -1.00522; 0.0443671;
34.464; -1.05979; -0.958004; 0.0287607; -1.05782; -1.00079; 0.0401102;
34.48; -1.05985; -0.955996; 0.0287513; -1.05792; -0.997208; 0.0344334;
34.496; -1.05991; -0.953987; 0.0287447; -1.05802; -0.994314; 0.0372712;
34.512; -1.05996; -0.951978; 0.0287411; -1.05808; -0.991973; 0.0372718;
34.528; -1.06002; -0.949969; 0.0287409; -1.05811; -0.99008; 0.0344331;
34.544; -1.06008; -0.94796; 0.0287454; -1.05817; -0.988549; 0.0500444;
34.56; -1.06014; -0.945952; 0.0287563; -1.05823; -0.987311; 0.0415298;
34.576; -1.06019; -0.943943; 0.0287696; -1.05824; -0.98631; 0.0315941;
34.592; -1.06025; -0.941934; 0.0287849; -1.05826; -0.985502; 0.0372714;
34.608; -1.06031; -0.939925; 0.0288016; -1.05828; -0.984847; 0.0429482;
34.624; -1.06037; -0.937917; 0.028819; -1.0583; -0.984319; 0.0244984;
34.64; -1.06043; -0.935908; 0.0288363; -1.05829; -0.983891; 0.0386908;
34.656; -1.06048; -0.933899; 0.0288527; -1.05831; -0.983545; 0.0443671;
34.672; -1.06054; -0.93189; 0.0288674; -1.05834; -0.983265; 0.0500442;
34.688; -1.0606; -0.929882; 0.0288797; -1.05834; -0.983037; 0.0372718;
34.704; -1.06066; -0.927873; 0.028889; -1.05833; -0.982855; 0.0315941;
34.72; -1.06071; -0.925864; 0.0288951; -1.05835; -0.982708; 0.0401102;
34.736; -1.06077; -0.923855; 0.0288977; -1.05835; -0.982587; 0.0457864;
34.752; -1.06083; -0.921846; 0.0288968; -1.05836; -0.98249; 0.0443678;
34.768; -1.06089; -0.919837; 0.0288927; -1.05834; -0.982412; 0.0301751;
34.784; -1.06095; -0.917829; 0.0288856; -1.05835; -0.982349; 0.0457862;
34.8; -1.061; -0.91582; 0.0288761; -1.05835; -0.982297; 0.0344334;
34.816; -1.06106; -0.913811; 0.0288648; -1.05835; -0.982257; 0.0401108;
34.832; -1.06112; -0.911802; 0.0288521; -1.05835; -0.982222; 0.0500441;
34.848; -1.06118; -0.909793; 0.028839; -1.05836; -0.982195; 0.0344332;
34.864; -1.06124; -0.907784; 0.028826; -1.05836; -0.982174; 0.0401104;
34.88; -1.06129; -0.905775; 0.0288139; -1.05835; -0.982156; 0.0386902;
34.896; -1.06135; -0.903767; 0.0288033; -1.05837; -0.982142; 0.0386904;
34.912; -1.06141; -0.901758; 0.0287947; -1.05833; -0.982129; 0.0401108;
34.928; -1.06147; -0.899749; 0.0287884; -1.05834; -0.98212; 0.0401101;
34.944; -1.06152; -0.89774; 0.0287846; -1.05836; -0.982114; 0.0358528;
34.96; -1.06158; -0.895731; 0.0287834; -1.05835; -0.982108; 0.0301751;
34.976; -1.06164; -0.893722; 0.0287838; -1.05836; -0.982104; 0.0386902;
34.992; -1.0617; -0.891714; 0.0287871; -1.05835; -0.982099; 0.0401104;
35.008; -1.06176; -0.889705; 0.0287923; -1.05835; -0.982096; 0.0429488;
35.024; -1.06181; -0.887696; 0.0287989; -1.05837; -0.982094; 0.0372712;
35.04; -1.06187; -0.885687; 0.0288065; -1.05835; -0.982091; 0.0401101;
35.056; -1.06193; -0.883678; 0.0288142; -1.05836; -0.98209; 0.0301754;
35.072; -1.06199; -0.881669; 0.0288215; -1.05837; -0.982089; 0.0429482;
35.088; -1.06204; -0.879661; 0.0288278; -1.05834; -0.982086; 0.0443678;
35.104; -1.0621; -0.877652; 0.0288323; -1.05835; -0.982085; 0.0372711;
35.12; -1.06216; -0.875643; 0.0288346; -1.05837; -0.982085; 0.0415294;
35.136; -1.06222; -0.873634; 0.0288343; -1.05836; -0.982085; 0.0287568;
35.152; -1.06228; -0.871625; 0.0288314; -1.05834; -0.982084; 0.0386901;
35.168; -1.06233; -0.869617; 0.0288258; -1.05837; -0.982085; 0.0372712;
35.184; -1.06239; -0.867608; 0.0288178; -1.05835; -0.982085; 0.0315944;
35.2; -1.06245; -0.865599; 0.0288078; -1.05836; -0.982085; 0.0401108;
35.216; -1.06251; -0.86359; 0.0287963; -1.05838; -0.982084; 0.0500442;
35.232; -1.06256; -0.861582; 0.0287836; -1.05836; -0.982082; 0.0457861;
35.248; -1.06262; -0.859573; 0.0287754; -1.05836; -0.982082; 0.0273364;
35.264; -1.06268; -0.857564; 0.0287676; -1.05835; -0.982082; 0.0401108;
35.28; -1.06274; -0.855555; 0.0287611; -1.05837; -0.982084; 0.0301751;
35.296; -1.0628; -0.853546; 0.0287564; -1.05836; -0.982084; 0.0315942;
35.312; -1.06285; -0.851538; 0.0287539; -1.05836; -0.982084; 0.0401104;
35.328; -1.06291; -0.849529; 0.0287537; -1.05837; -0.982083; 0.0472068;
35.344; -1.06297; -0.84752; 0.0287559; -1.05905; -0.957864; 0.0230824;
35.36; -1.06303; -0.845511; 0.0287605; -1.05961; -0.93828; 0.0202441;
35.376; -1.06308; -0.843502; 0.0287677; -1.06007; -0.922445; 0.0259212;
35.392; -1.06314; -0.841493; 0.028777; -1.06045; -0.90964; 0.0188242;
35.408; -1.0632; -0.839484; 0.0287882; -1.06075; -0.899287; 0.0202448;
35.424; -1.06326; -0.837476; 0.0288007; -1.061; -0.890914; 0.0245011;
35.44; -1.06332; -0.835467; 0.0288139; -1.06118; -0.884143; 0.0273404;
35.456; -1.06337; -0.833458; 0.0288269; -1.06133; -0.878668; 0.0273408;
35.472; -1.06343; -0.831449; 0.0288386; -1.06145; -0.87424; 0.0273401;
35.488; -1.06349; -0.82944; 0.0288493; -1.06156; -0.870661; 0.0202442;
35.504; -1.06355; -0.827431; 0.0288583; -1.06165; -0.867767; 0.0188244;
35.52; -1.0636; -0.825422; 0.0288647; -1.06172; -0.865428; 0.0145678;
35.536; -1.06366; -0.823414; 0.0288683; -1.06176; -0.863536; 0.0245011;
35.552; -1.06372; -0.821405; 0.0288734; -1.06181; -0.862005; 0.0216632;
35.568; -1.06378; -0.819396; 0.028875; -1.06185; -0.860768; 0.0145674;
35.584; -1.06384; -0.817388; 0.0288731; -1.06188; -0.859768; 0.0202448;
35.6; -1.06389; -0.815379; 0.0288681; -1.06191; -0.858958; 0.0315972;
35.616; -1.06395; -0.81337; 0.0288605; -1.0619; -0.858303; 0.0145671;
35.632; -1.06401; -0.811361; 0.0288508; -1.06193; -0.857776; 0.0103094;
35.648; -1.06407; -0.809353; 0.0288397; -1.06195; -0.857349; 0.0202448;
35.664; -1.06412; -0.807344; 0.0288278; -1.06196; -0.857003; 0.0188241;
35.68; -1.06418; -0.805335; 0.0288159; -1.06196; -0.856722; 0.0245012;
35.696; -1.06424; -0.803326; 0.0288047; -1.06198; -0.856497; 0.0032134;
35.712; -1.0643; -0.801317; 0.0287949; -1.06198; -0.856315; 0.0188248;
35.728; -1.06436; -0.799308; 0.0287873; -1.06198; -0.856167; 0.0245011;
35.744; -1.06441; -0.7973; 0.0287823; -1.06199; -0.856047; 0.0216632;
35.76; -1.06447; -0.795291; 0.0287803; -1.06199; -0.85595; 0.0188244;
35.776; -1.06453; -0.793282; 0.0287815; -1.06198; -0.855871; 0.0273408;
35.792; -1.06459; -0.791273; 0.0287857; -1.062; -0.855807; 0.0216631;
35.808; -1.06465; -0.789264; 0.0287928; -1.06198; -0.855756; 0.0188242;
35.824; -1.0647; -0.787255; 0.028802; -1.062; -0.855715; 0.0131474;
35.84; -1.06476; -0.785247; 0.0288129; -1.06199; -0.855682; 0.0174058;
35.856; -1.06482; -0.783238; 0.0288246; -1.06199; -0.855656; 0.0131471;
35.872; -1.06488; -0.781229; 0.0288364; -1.062; -0.855634; 0.0259212;
35.888; -1.06493; -0.77922; 0.0288476; -1.06199; -0.855616; 0.0103094;
35.904; -1.06499; -0.777211; 0.0288574; -1.06201; -0.855603; 0.0159868;
35.92; -1.06505; -0.775202; 0.0288651; -1.06199; -0.85559; 0.0344361;
35.936; -1.06511; -0.773193; 0.0288703; -1.062; -0.855579; 0.0245012;
35.952; -1.06517; -0.771185; 0.0288725; -1.06201; -0.855572; 0.0159864;
35.968; -1.06522; -0.769176; 0.0288715; -1.06201; -0.855566; 0.0174058;
35.984; -1.06528; -0.767167; 0.0288669; -1.06201; -0.855561; 0.0287591;
36; -1.06534; -0.765158; 0.0288598; -1.062; -0.855556; 0.0287592;
36.016; -1.0654; -0.763149; 0.0288502; -1.06197; -0.855552; 0.0131474;
36.032; -1.06545; -0.76114; 0.0288386; -1.062; -0.855551; 0.0174058;
36.048; -1.06551; -0.759132; 0.0288257; -1.062; -0.855549; 0.0174051;
36.064; -1.06557; -0.757123; 0.0288121; -1.062; -0.855548; 0.0159862;
36.08; -1.06563; -0.755114; 0.0287985; -1.062; -0.855547; 0.0174054;
36.096; -1.06569; -0.753105; 0.0287857; -1.062; -0.855546; 0.0216632;
36.112; -1.06574; -0.751096; 0.0287742; -1.062; -0.855545; 0.0216634;
36.128; -1.0658; -0.749088; 0.0287646; -1.06202; -0.855545; 0.0074718;
36.144; -1.06586; -0.747079; 0.0287575; -1.06199; -0.855545; 0.0145671;
36.16; -1.06592; -0.74507; 0.0287532; -1.062; -0.855544; 0.0273408;
36.176; -1.06597; -0.743061; 0.028752; -1.062; -0.855543; 0.0174052;
36.192; -1.06603; -0.741053; 0.028754; -1.062; -0.855543; 0.0103091;
36.208; -1.06609; -0.739044; 0.0287591; -1.06199; -0.855543; 0.0273404;
36.224; -1.06615; -0.737035; 0.0287667; -1.06198; -0.855542; 0.0188242;
36.24; -1.06621; -0.735026; 0.0287777; -1.06201; -0.855542; 0.0216638;
36.256; -1.06626; -0.733018; 0.0287939; -1.06201; -0.855541; 0.0216631;
36.272; -1.06632; -0.731009; 0.0288111; -1.06199; -0.855541; 0.0230824;
36.288; -1.06638; -0.729; 0.0288284; -1.06199; -0.855541; 0.0117288;
36.304; -1.06644; -0.726991; 0.028845; -1.06202; -0.855542; 0.0216631;
36.32; -1.06649; -0.724982; 0.0288602; -1.06199; -0.855541; 0.0245012;
36.336; -1.06655; -0.722973; 0.0288727; -1.062; -0.85554; 0.0202444;
36.352; -1.06661; -0.720964; 0.0288821; -1.0627; -0.831318; 0.0358608;
36.368; -1.06667; -0.718956; 0.0288878; -1.06325; -0.811731; 0.0273441;
36.384; -1.06673; -0.716947; 0.0288897; -1.06373; -0.795894; 0.0287632;
36.4; -1.06678; -0.714938; 0.0288878; -1.06409; -0.783087; 0.0344404;
36.416; -1.06684; -0.712929; 0.028882; -1.06437; -0.772731; 0.0273448;
36.432; -1.0669; -0.71092; 0.0288728; -1.06463; -0.764358; 0.0273441;
36.448; -1.06696; -0.708911; 0.0288605; -1.06483; -0.757587; 0.0287632;
36.464; -1.06701; -0.706902; 0.0288448; -1.06497; -0.752112; 0.0273444;
36.48; -1.06707; -0.704895; 0.0290529; -1.0651; -0.747685; 0.0216678;
36.496; -1.06713; -0.702939; 0.0487104; -1.06521; -0.744105; 0.0316021;
36.512; -1.06719; -0.701289; 0.0495387; -1.06528; -0.741209; 0.0344402;
36.528; -1.06729; -0.699282; 0.0483576; -1.06536; -0.738868; 0.0301834;
36.544; -1.06738; -0.697275; 0.0475885; -1.06541; -0.736976; 0.0230878;
36.56; -1.06747; -0.695267; 0.0470818; -1.06544; -0.735445; 0.0344401;
36.576; -1.06757; -0.69326; 0.0467455; -1.0655; -0.734208; 0.0287632;
36.592; -1.06766; -0.691253; 0.0465192; -1.06551; -0.733207; 0.0259254;
36.608; -1.06775; -0.689245; 0.0463659; -1.06553; -0.732397; 0.0386988;
36.624; -1.06785; -0.687238; 0.0462574; -1.06556; -0.731743; 0.0216671;
36.64; -1.06794; -0.685231; 0.0461781; -1.06557; -0.731214; 0.0230872;
36.656; -1.06804; -0.683223; 0.0461186; -1.06561; -0.730788; 0.0287634;
36.672; -1.06813; -0.681216; 0.0460734; -1.06558; -0.73044; 0.0301838;
36.688; -1.06822; -0.679208; 0.0460385; -1.0656; -0.730161; 0.0259251;
36.704; -1.06831; -0.677201; 0.0460116; -1.06562; -0.729935; 0.0301832;
36.72; -1.06841; -0.675193; 0.0459907; -1.0656; -0.729751; 0.0245064;
36.736; -1.0685; -0.673186; 0.0459712; -1.06563; -0.729604; 0.0301832;
36.752; -1.06859; -0.671178; 0.0459579; -1.06563; -0.729484; 0.0301838;
36.768; -1.06868; -0.669171; 0.0459469; -1.06562; -0.729387; 0.0273444;
36.784; -1.06877; -0.667163; 0.0459376; -1.06563; -0.729309; 0.0316021;
36.8; -1.06887; -0.665155; 0.0459292; -1.06563; -0.729246; 0.0273448;
36.816; -1.06896; -0.663148; 0.0459213; -1.06564; -0.729195; 0.0216671;
36.832; -1.06905; -0.66114; 0.0459138; -1.06565; -0.729154; 0.0287632;
36.848; -1.06914; -0.659133; 0.0459063; -1.06563; -0.729121; 0.0273444;
36.864; -1.06923; -0.657125; 0.045899; -1.06565; -0.729094; 0.0358608;
36.88; -1.06933; -0.655118; 0.0458919; -1.06563; -0.729071; 0.0245062;
36.896; -1.06942; -0.65311; 0.0458851; -1.06565; -0.729054; 0.0287631;
36.912; -1.06951; -0.651103; 0.0458759; -1.06564; -0.729039; 0.0344404;
36.928; -1.0696; -0.649095; 0.0458677; -1.06564; -0.729027; 0.0330218;
36.944; -1.06969; -0.647088; 0.0458609; -1.06564; -0.729017; 0.0273444;
36.96; -1.06979; -0.64508; 0.0458555; -1.06563; -0.729009; 0.0372791;
36.976; -1.06988; -0.643072; 0.0458518; -1.06564; -0.729002; 0.0372792;
36.992; -1.06997; -0.641065; 0.0458496; -1.06565; -0.728998; 0.0216672;
37.008; -1.07006; -0.639057; 0.0458487; -1.06564; -0.728994; 0.0301838;
37.024; -1.07015; -0.63705; 0.0458489; -1.06564; -0.728992; 0.0245061;
37.04; -1.07025; -0.635042; 0.0458501; -1.06565; -0.72899; 0.0230874;
37.056; -1.07034; -0.633035; 0.045852; -1.06566; -0.728989; 0.0230878;
37.072; -1.07043; -0.631027; 0.0458545; -1.06563; -0.728986; 0.0330211;
37.088; -1.07052; -0.62902; 0.0458572; -1.06565; -0.728985; 0.0287632;
37.104; -1.07062; -0.627012; 0.0458597; -1.06563; -0.728984; 0.0245064;
37.12; -1.07071; -0.625004; 0.0458618; -1.06564; -0.728983; 0.0273448;
37.136; -1.0708; -0.622997; 0.045863; -1.06562; -0.728982; 0.0287631;
37.152; -1.07089; -0.620989; 0.0458632; -1.06564; -0.728982; 0.0301832;
37.168; -1.07098; -0.618982; 0.0458623; -1.06564; -0.72898; 0.0372794;
37.184; -1.07108; -0.616975; 0.0458603; -1.06562; -0.728979; 0.0259252;
37.2; -1.07117; -0.614967; 0.045857; -1.06563; -0.728979; 0.0401178;
37.216; -1.07126; -0.61296; 0.0458527; -1.06563; -0.728978; 0.0273441;
37.232; -1.07135; -0.610952; 0.0458473; -1.06565; -0.728979; 0.0287634;
37.248; -1.07144; -0.608945; 0.0458423; -1.06564; -0.728978; 0.0301838;
37.264; -1.07154; -0.606937; 0.0458404; -1.06566; -0.728979; 0.0273441;
37.28; -1.07163; -0.60493; 0.0458385; -1.06564; -0.728978; 0.0273442;
37.296; -1.07172; -0.602922; 0.0458366; -1.06565; -0.728979; 0.0316024;
37.312; -1.07181; -0.600914; 0.0458352; -1.06563; -0.728978; 0.0273448;
37.328; -1.0719; -0.598907; 0.0458342; -1.06565; -0.728979; 0.0287631;
37.344; -1.072; -0.596899; 0.0458336; -1.06564; -0.728979; 0.0230872;
37.36; -1.07209; -0.594892; 0.0458336; -1.06666; -0.704847; 0.0451734;
37.376; -1.07218; -0.592884; 0.0458343; -1.06749; -0.685334; 0.0465922;
37.392; -1.07227; -0.590877; 0.045836; -1.06816; -0.669555; 0.0494308;
37.408; -1.07236; -0.588869; 0.0458385; -1.06869; -0.656795; 0.0465921;
37.424; -1.07246; -0.586861; 0.0458419; -1.06913; -0.646478; 0.0522694;
37.44; -1.07255; -0.584854; 0.0458459; -1.06947; -0.638134; 0.0480118;
37.456; -1.07264; -0.582846; 0.0458503; -1.06977; -0.631389; 0.0437541;
37.472; -1.07273; -0.580839; 0.0458543; -1.07002; -0.625936; 0.0409152;
37.488; -1.07282; -0.578831; 0.0458588; -1.07019; -0.621525; 0.0423344;
37.504; -1.07292; -0.576824; 0.0458633; -1.07034; -0.617958; 0.0522691;
37.52; -1.07301; -0.574816; 0.0458675; -1.07047; -0.615073; 0.0522698;
37.536; -1.0731; -0.572809; 0.045871; -1.07057; -0.61274; 0.0579462;
37.552; -1.07319; -0.570801; 0.0458764; -1.07066; -0.610854; 0.0551074;
37.568; -1.07328; -0.568794; 0.0458823; -1.07071; -0.609327; 0.0522698;
37.584; -1.07338; -0.566786; 0.0458866; -1.07076; -0.608094; 0.0480114;
37.6; -1.07347; -0.564779; 0.0458893; -1.07081; -0.607098; 0.0480111;
37.616; -1.07356; -0.562771; 0.0458904; -1.07084; -0.606292; 0.0522692;
37.632; -1.07365; -0.560764; 0.0458901; -1.07086; -0.605639; 0.0536888;
37.648; -1.07375; -0.558756; 0.0458884; -1.07086; -0.60511; 0.0480111;
37.664; -1.07384; -0.556749; 0.0458856; -1.0709; -0.604687; 0.0366572;
37.68; -1.07393; -0.554741; 0.0458819; -1.07093; -0.604343; 0.0536884;
37.696; -1.07402; -0.552734; 0.0458775; -1.07092; -0.604063; 0.0465922;
37.712; -1.07411; -0.550726; 0.0458729; -1.07095; -0.603839; 0.0394968;
37.728; -1.07421; -0.548719; 0.0458686; -1.07095; -0.603657; 0.0508501;
37.744; -1.0743; -0.546711; 0.0458648; -1.07096; -0.603509; 0.0508504;
37.76; -1.07439; -0.544704; 0.045862; -1.07097; -0.603391; 0.0423348;
37.776; -1.07448; -0.542696; 0.0458603; -1.07099; -0.603296; 0.0465921;
37.792; -1.07457; -0.540688; 0.0458599; -1.07095; -0.603216; 0.0380772;
37.808; -1.07467; -0.538681; 0.045861; -1.07098; -0.603155; 0.0437544;
37.824; -1.07476; -0.536673; 0.0458632; -1.07097; -0.603103; 0.0508508;
37.84; -1.07485; -0.534666; 0.0458665; -1.07097; -0.603062; 0.0409151;
37.856; -1.07494; -0.532658; 0.0458706; -1.07098; -0.603029; 0.0494302;
37.872; -1.07503; -0.530651; 0.0458753; -1.07098; -0.603002; 0.0494304;
37.888; -1.07513; -0.528643; 0.0458803; -1.07099; -0.60298; 0.0437548;
37.904; -1.07522; -0.526635; 0.0458852; -1.07098; -0.602963; 0.0437541;
37.92; -1.07531; -0.524628; 0.0458897; -1.07098; -0.602948; 0.0508504;
37.936; -1.0754; -0.52262; 0.0458934; -1.07099; -0.602936; 0.0508502;
37.952; -1.0755; -0.520613; 0.045896; -1.07097; -0.602927; 0.0394968;
37.968; -1.07559; -0.518605; 0.0458973; -1.07096; -0.602919; 0.0465921;
37.984; -1.07568; -0.516598; 0.0458965; -1.07098; -0.602914; 0.0409152;
38; -1.07577; -0.51459; 0.0458947; -1.07098; -0.602909; 0.0508504;
38.016; -1.07586; -0.512583; 0.0458916; -1.07098; -0.602905; 0.0451738;
38.032; -1.07596; -0.510575; 0.0458871; -1.07099; -0.602902; 0.0494301;
38.048; -1.07605; -0.508567; 0.0458815; -1.07099; -0.602899; 0.0480112;
38.064; -1.07614; -0.50656; 0.045875; -1.07098; -0.602896; 0.0437544;
38.08; -1.07623; -0.504552; 0.0458678; -1.07099; -0.602896; 0.0451738;
38.096; -1.07632; -0.502545; 0.0458603; -1.07099; -0.602893; 0.0565271;
38.112; -1.07642; -0.500537; 0.0458526; -1.07097; -0.602891; 0.0437542;
38.128; -1.07651; -0.49853; 0.045845; -1.07098; -0.602891; 0.0451734;
38.144; -1.0766; -0.496522; 0.045838; -1.07097; -0.60289; 0.0380771;
38.16; -1.07669; -0.494515; 0.0458319; -1.071; -0.602892; 0.0480118;
38.176; -1.07678; -0.492507; 0.0458269; -1.07095; -0.602888; 0.0551074;
38.192; -1.07688; -0.4905; 0.0458233; -1.07098; -0.602888; 0.0508502;
38.208; -1.07697; -0.488492; 0.0458212; -1.07097; -0.602887; 0.0451738;
38.224; -1.07706; -0.486485; 0.0458206; -1.07099; -0.602888; 0.0508501;
38.24; -1.07715; -0.484477; 0.045822; -1.07099; -0.602888; 0.0522692;
38.256; -1.07725; -0.48247; 0.045829; -1.07098; -0.602886; 0.0508504;
38.272; -1.07734; -0.480462; 0.0458374; -1.07097; -0.602886; 0.0480118;
38.288; -1.07743; -0.478455; 0.0458467; -1.07098; -0.602887; 0.0437542;
38.304; -1.07752; -0.476447; 0.0458565; -1.07098; -0.602887; 0.0423341;
38.32; -1.07761; -0.47444; 0.0458665; -1.07097; -0.602887; 0.0480114;
38.336; -1.07771; -0.472432; 0.0458758; -1.07097; -0.602887; 0.0423348;
38.352; -1.0778; -0.470425; 0.045884; -1.07097; -0.602887; 0.0565272;
38.368; -1.07789; -0.468417; 0.0458907; -1.07209; -0.578683; 0.0373231;
38.384; -1.07798; -0.466409; 0.0458957; -1.07299; -0.559111; 0.0373234;
38.4; -1.07807; -0.464402; 0.0458987; -1.07371; -0.543286; 0.0344858;
38.416; -1.07817; -0.462394; 0.0458996; -1.0743; -0.530489; 0.0387421;
38.432; -1.07826; -0.460387; 0.0458983; -1.07478; -0.520141; 0.0330652;
38.448; -1.07835; -0.458379; 0.0458949; -1.07516; -0.511773; 0.0415814;
38.464; -1.07844; -0.456371; 0.0458895; -1.07547; -0.505007; 0.0359048;
38.48; -1.07853; -0.454364; 0.0458818; -1.07573; -0.499536; 0.0444194;
38.496; -1.07863; -0.452356; 0.0458733; -1.07594; -0.495112; 0.0359041;
38.512; -1.07872; -0.450349; 0.0458641; -1.0761; -0.491534; 0.0387422;
38.528; -1.07881; -0.448341; 0.0458546; -1.07622; -0.488641; 0.0401618;
38.544; -1.0789; -0.446334; 0.0458451; -1.07632; -0.486302; 0.0330651;
38.56; -1.07899; -0.444326; 0.045841; -1.0764; -0.484411; 0.0302272;
38.576; -1.07909; -0.442319; 0.0458377; -1.0765; -0.482883; 0.0316464;
38.592; -1.07918; -0.440311; 0.0458352; -1.07653; -0.481646; 0.0401618;
38.608; -1.07927; -0.438304; 0.0458342; -1.0766; -0.480646; 0.0359041;
38.624; -1.07936; -0.436296; 0.0458347; -1.07662; -0.479837; 0.0359042;
38.64; -1.07945; -0.434289; 0.0458367; -1.07668; -0.479184; 0.0415814;
38.656; -1.07955; -0.432281; 0.0458402; -1.07667; -0.478653; 0.0415818;
38.672; -1.07964; -0.430274; 0.045845; -1.0767; -0.478225; 0.0458381;
38.688; -1.07973; -0.428266; 0.0458509; -1.07671; -0.477879; 0.0387422;
38.704; -1.07982; -0.426259; 0.0458577; -1.07673; -0.4776; 0.0273884;
38.72; -1.07992; -0.424251; 0.045865; -1.07676; -0.477376; 0.0373238;
38.736; -1.08001; -0.422244; 0.0458726; -1.07674; -0.477191; 0.0444191;
38.752; -1.0801; -0.420236; 0.0458803; -1.07678; -0.477044; 0.0373232;
38.768; -1.08019; -0.418229; 0.0458876; -1.07676; -0.476924; 0.0373234;
38.784; -1.08028; -0.416221; 0.0458942; -1.07675; -0.476827; 0.0430008;
38.8; -1.08038; -0.414214; 0.0458998; -1.07676; -0.476748; 0.0344851;
38.816; -1.08047; -0.412206; 0.0459041; -1.07676; -0.476686; 0.0359042;
38.832; -1.08056; -0.410199; 0.0459068; -1.07677; -0.476635; 0.0359044;
38.848; -1.08065; -0.408191; 0.0459076; -1.07678; -0.476594; 0.0373231;
38.864; -1.08074; -0.406183; 0.0459068; -1.07679; -0.476561; 0.0373238;
38.88; -1.08084; -0.404176; 0.0459043; -1.07678; -0.476535; 0.0273884;
38.896; -1.08093; -0.402168; 0.0459004; -1.07678; -0.476513; 0.0401612;
38.912; -1.08102; -0.400161; 0.0458953; -1.07677; -0.476495; 0.0344858;
38.928; -1.08111; -0.398153; 0.0458894; -1.07676; -0.47648; 0.0415811;
38.944; -1.08121; -0.396145; 0.0458829; -1.07677; -0.476468; 0.0430002;
38.96; -1.0813; -0.394138; 0.0458764; -1.07678; -0.476458; 0.0401614;
38.976; -1.08139; -0.39213; 0.0458702; -1.07678; -0.476451; 0.0344854;
38.992; -1.08148; -0.390123; 0.0458643; -1.07679; -0.476445; 0.0415818;
39.008; -1.08157; -0.388115; 0.0458596; -1.0768; -0.476441; 0.0259692;
39.024; -1.08167; -0.386108; 0.0458563; -1.07678; -0.476438; 0.0344851;
39.04; -1.08176; -0.3841; 0.0458545; -1.07678; -0.476434; 0.0430008;
39.056; -1.08185; -0.382093; 0.0458541; -1.07678; -0.47643; 0.0430004;
39.072; -1.08194; -0.380085; 0.0458552; -1.07678; -0.476427; 0.0458381;
39.088; -1.08203; -0.378077; 0.0458576; -1.07678; -0.476425; 0.0373232;
39.104; -1.08213; -0.37607; 0.045861; -1.07677; -0.476424; 0.0344858;
39.12; -1.08222; -0.374062; 0.045865; -1.07679; -0.476425; 0.0273881;
39.136; -1.08231; -0.372055; 0.0458693; -1.07677; -0.476424; 0.0387424;
39.152; -1.0824; -0.370047; 0.0458735; -1.07679; -0.476424; 0.0302272;
39.168; -1.08249; -0.36804; 0.0458774; -1.07677; -0.476422; 0.0444198;
39.184; -1.08259; -0.366032; 0.0458807; -1.07678; -0.476422; 0.0373231;
39.2; -1.08268; -0.364025; 0.0458829; -1.07679; -0.476422; 0.0316462;
39.216; -1.08277; -0.362018; 0.0458839; -1.0768; -0.476423; 0.0273884;
39.232; -1.08286; -0.36001; 0.0458835; -1.0768; -0.476424; 0.0288088;
39.248; -1.08296; -0.358003; 0.0458844; -1.07679; -0.476423; 0.0359041;
39.264; -1.08305; -0.355995; 0.0458857; -1.07678; -0.476423; 0.0330652;
39.28; -1.08314; -0.353988; 0.0458857; -1.07676; -0.476422; 0.0401614;
39.296; -1.08323; -0.35198; 0.0458843; -1.07678; -0.476422; 0.0373238;
39.312; -1.08332; -0.349972; 0.0458819; -1.07677; -0.476421; 0.0401611;
39.328; -1.08342; -0.347965; 0.0458784; -1.07678; -0.47642; 0.0458382;
39.344; -1.08351; -0.345957; 0.0458739; -1.0768; -0.47642; 0.0430004;
39.36; -1.0836; -0.34395; 0.0458686; -1.07677; -0.476418; 0.0415812;
39.376; -1.08369; -0.341942; 0.0458629; -1.07789; -0.452212; 0.0458428;
39.392; -1.08378; -0.339935; 0.0458572; -1.0788; -0.432639; 0.0458421;
